,name,matches,innings,overs,maidens,runs,wickets,best_bowling,average,economy,strike_rate,four_wkts,five_wkts,catches,stumps,season,team
0,Aamer Azmat,5,1,1.0,0,3,0,-,-,3.00,-,0,0,3,0,2021/2022,Multan Sultans
1,Aamer Yamin,5,5,11.0,0,113,1,1/36,113.00,10.27,66.0,0,0,1,0,2021/2022,Karachi Kings
2,Abbas Afridi,5,5,15.0,0,127,3,1/20,42.33,8.46,30.0,0,0,0,0,2021/2022,Multan Sultans
3,Abdullah Shafique,11,-,-,-,-,-,-,-,-,-,-,-,7,0,2021/2022,Lahore Qalandars
4,Abdul Bangalzai,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Quetta Gladiators
5,Ahsan Ali,8,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Quetta Gladiators
6,Ali Majid,1,1,4.0,0,33,0,-,-,8.25,-,0,0,0,0,2021/2022,Peshawar Zalmi
7,Amad Butt,2,2,6.0,0,46,1,1/20,46.00,7.66,36.0,0,0,1,0,2021/2022,Peshawar Zalmi
8,Anwar Ali,4,4,9.0,0,79,2,1/11,39.50,8.77,27.0,0,0,5,0,2021/2022,Multan Sultans
9,Arish Ali,1,1,3.0,0,36,0,-,-,12.00,-,0,0,0,0,2021/2022,Peshawar Zalmi
10,Arshad Iqbal,1,1,4.0,0,30,2,2/30,15.00,7.50,12.0,0,0,0,0,2021/2022,Peshawar Zalmi
11,Ashir Qureshi,4,2,7.0,0,61,1,1/31,61.00,8.71,42.0,0,0,0,0,2021/2022,Quetta Gladiators
12,Asif Afridi,5,5,19.0,1,124,8,3/19,15.50,6.52,14.2,0,0,1,0,2021/2022,Multan Sultans
13,Asif Ali,12,1,3.0,0,27,2,2/27,13.50,9.00,9.0,0,0,7,0,2021/2022,Islamabad United
14,Athar Mahmood,3,3,8.0,0,49,0,-,-,6.12,-,0,0,1,0,2021/2022,Islamabad United
15,Azam Khan,12,-,-,-,-,-,-,-,-,-,-,-,6,3,2021/2022,Islamabad United
16,Babar Azam,10,-,-,-,-,-,-,-,-,-,-,-,9,0,2021/2022,Karachi Kings
17,HC Brook,10,-,-,-,-,-,-,-,-,-,-,-,5,0,2021/2022,Lahore Qalandars
18,PR Brown,2,2,7.0,0,61,0,-,-,8.71,-,0,0,2,0,2021/2022,Peshawar Zalmi
19,J Charles,2,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Multan Sultans
20,JM Clarke,8,-,-,-,-,-,-,-,-,-,-,-,2,1,2021/2022,Karachi Kings
21,IA Cockbain,3,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Karachi Kings
22,BCJ Cutting,9,3,6.5,0,68,1,1/37,68.00,9.95,41.0,0,0,8,0,2021/2022,Peshawar Zalmi
23,Danish Aziz,3,1,0.2,0,6,0,-,-,18.00,-,0,0,0,0,2021/2022,Islamabad United
24,TH David,11,3,4.0,0,38,1,1/4,38.00,9.50,24.0,0,0,10,0,2021/2022,Multan Sultans
25,LA Dawson,7,7,23.3,1,159,9,3/16,17.66,6.76,15.6,0,0,1,0,2021/2022,Islamabad United
26,M de Lange,5,5,15.0,0,153,2,1/32,76.50,10.20,45.0,0,0,2,0,2021/2022,Islamabad United
27,BM Duckett,4,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Quetta Gladiators
28,BR Dunk,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Lahore Qalandars
29,Faheem Ashraf,10,10,34.0,0,284,9,3/28,31.55,8.35,22.6,0,0,4,0,2021/2022,Islamabad United
30,Fakhar Zaman,13,-,-,-,-,-,-,-,-,-,-,-,8,0,2021/2022,Lahore Qalandars
31,JP Faulkner,6,6,20.0,0,196,6,2/47,32.66,9.80,20.0,0,0,0,0,2021/2022,Quetta Gladiators
32,Fawad Ahmed,1,1,4.0,0,26,2,2/26,13.00,6.50,12.0,0,0,1,0,2021/2022,Lahore Qalandars
33,D Foxcroft,1,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Lahore Qalandars
34,Ghulam Mudassar,5,5,17.0,0,193,5,2/43,38.60,11.35,20.4,0,0,1,0,2021/2022,Quetta Gladiators
35,L Gregory,7,6,14.0,0,127,1,1/22,127.00,9.07,84.0,0,0,6,0,2021/2022,Karachi Kings
36,Haider Ali,9,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Peshawar Zalmi
37,AD Hales,9,-,-,-,-,-,-,-,-,-,-,-,4,0,2021/2022,Islamabad United
38,Haris Rauf,13,13,51.4,0,470,16,3/33,29.37,9.09,19.3,0,0,6,0,2021/2022,Lahore Qalandars
39,Hasan Ali,9,9,33.4,0,365,9,3/30,40.55,10.84,22.4,0,0,2,0,2021/2022,Islamabad United
40,Hassan Khan,2,2,6.4,0,69,0,-,-,10.35,-,0,0,0,0,2021/2022,Quetta Gladiators
41,Hazratullah Zazai,7,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Peshawar Zalmi
42,BAC Howell,1,1,3.3,0,34,1,1/34,34.00,9.71,21.0,0,0,0,0,2021/2022,Peshawar Zalmi
43,Hussain Talat,9,6,17.0,0,134,4,1/8,33.50,7.88,25.5,0,0,1,0,2021/2022,Peshawar Zalmi
44,Iftikhar Ahmed,10,8,9.3,0,92,2,1/2,46.00,9.68,28.5,0,0,9,0,2021/2022,Quetta Gladiators
45,Ihsanullah,2,2,3.2,0,23,1,1/20,23.00,6.90,20.0,0,0,0,0,2021/2022,Multan Sultans
46,Imad Wasim,9,9,35.0,0,239,6,2/30,39.83,6.82,35.0,0,0,2,0,2021/2022,Karachi Kings
47,Imran Khan,3,3,10.4,0,129,0,-,-,12.09,-,0,0,1,0,2021/2022,Multan Sultans
48,Imran Tahir,12,12,46.0,0,298,16,3/16,18.62,6.47,17.2,0,0,2,0,2021/2022,Multan Sultans
49,WG Jacks,2,-,-,-,-,-,-,-,-,-,-,-,3,0,2021/2022,Islamabad United
50,CJ Jordan,5,5,20.0,0,189,9,3/41,21.00,9.45,13.3,0,0,1,0,2021/2022,Karachi Kings
51,Kamran Akmal,6,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Peshawar Zalmi
52,Kamran Ghulam,13,5,8.0,0,73,1,1/15,73.00,9.12,48.0,0,0,1,0,2021/2022,Lahore Qalandars
53,Khalid Usman,2,2,8.0,0,42,2,1/17,21.00,5.25,24.0,0,0,0,0,2021/2022,Peshawar Zalmi
54,Khurram Shahzad,2,2,8.0,0,62,5,4/22,12.40,7.75,9.6,1,0,1,0,2021/2022,Quetta Gladiators
55,Khushdil Shah,12,12,32.2,0,223,16,4/35,13.93,6.89,12.1,1,0,7,0,2021/2022,Multan Sultans
56,T Kohler-Cadmore,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Peshawar Zalmi
57,TA Lammonby,3,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Karachi Kings
58,LS Livingstone,4,4,13.0,0,112,2,1/22,56.00,8.61,39.0,0,0,3,0,2021/2022,Peshawar Zalmi
59,S Mahmood,2,2,7.0,0,81,2,2/44,40.50,11.57,21.0,0,0,2,0,2021/2022,Peshawar Zalmi
60,Mir Hamza,4,4,16.0,0,114,8,4/27,14.25,7.12,12.0,1,0,0,0,2021/2022,Karachi Kings
61,Mohammad Hafeez,13,8,18.0,0,117,6,2/23,19.50,6.50,18.0,0,0,4,0,2021/2022,Lahore Qalandars
62,Mohammad Haris,5,-,-,-,-,-,-,-,-,-,-,-,5,1,2021/2022,Peshawar Zalmi
63,Mohammad Hasnain,3,3,9.0,0,76,3,2/27,25.33,8.44,18.0,0,0,1,0,2021/2022,Quetta Gladiators
64,Mohammad Huraira,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Islamabad United
65,Mohammad Ilyas,3,3,6.0,0,71,1,1/2,71.00,11.83,36.0,0,0,0,0,2021/2022,Karachi Kings
66,Mohammad Imran,3,3,10.0,0,93,1,1/23,93.00,9.30,60.0,0,0,0,0,2021/2022,Karachi Kings
67,Mohammad Irfan,2,2,7.3,0,56,2,1/28,28.00,7.46,22.5,0,0,0,0,2021/2022,Quetta Gladiators
68,Mohammad Nabi,9,9,31.2,0,213,5,2/17,42.60,6.79,37.6,0,0,3,0,2021/2022,Karachi Kings
69,Mohammad Nawaz,5,5,15.0,0,126,6,3/44,21.00,8.40,15.0,0,0,2,0,2021/2022,Quetta Gladiators
70,Mohammad Rizwan,12,-,-,-,-,-,-,-,-,-,-,-,7,2,2021/2022,Multan Sultans
71,Mohammad Taha,5,1,4.0,0,32,0,-,-,8.00,-,0,0,0,0,2021/2022,Karachi Kings
72,Mohammad Umar,6,6,20.0,0,187,5,3/22,37.40,9.35,24.0,0,0,0,0,2021/2022,Peshawar Zalmi
73,Mohammad Wasim,8,8,27.3,0,308,8,2/25,38.50,11.20,20.6,0,0,1,0,2021/2022,Islamabad United
74,Mubasir Khan,7,5,8.0,0,58,1,1/19,58.00,7.25,48.0,0,0,1,0,2021/2022,Islamabad United
75,Muhammad Akhlaq,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Islamabad United
76,Muhammad Musa,2,1,2.0,0,33,0,-,-,16.50,-,0,0,1,0,2021/2022,Islamabad United
77,C Munro,3,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Islamabad United
78,B Muzarabani,4,4,16.0,0,129,5,3/18,25.80,8.06,19.2,0,0,0,0,2021/2022,Multan Sultans
79,Naseem Shah,10,10,38.1,0,306,14,5/20,21.85,8.01,16.3,1,1,2,0,2021/2022,Quetta Gladiators
80,Nasir Nawaz,1,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Islamabad United
81,Noor Ahmad,4,4,16.0,0,138,2,1/24,69.00,8.62,48.0,0,0,1,0,2021/2022,Quetta Gladiators
82,SR Patel,5,5,12.0,0,101,1,1/31,101.00,8.41,72.0,0,0,0,0,2021/2022,Lahore Qalandars
83,Qasim Akram,5,2,2.0,0,18,1,1/7,18.00,9.00,12.0,0,0,4,0,2021/2022,Karachi Kings
84,Rahmanullah Gurbaz,6,-,-,-,-,-,-,-,-,-,-,-,4,0,2021/2022,Islamabad United
85,Rashid Khan,9,9,36.0,0,225,13,4/17,17.30,6.25,16.6,1,0,1,0,2021/2022,Lahore Qalandars
86,Rohail Nazir,3,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Karachi Kings
87,RR Rossouw,11,-,-,-,-,-,-,-,-,-,-,-,4,0,2021/2022,Multan Sultans
88,JJ Roy,6,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Quetta Gladiators
89,Rumman Raees,6,6,17.0,0,160,3,1/15,53.33,9.41,34.0,0,0,1,0,2021/2022,Multan Sultans
90,SE Rutherford,9,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Peshawar Zalmi
91,Sahibzada Farhan,5,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Karachi Kings
92,Salman Irshad,8,8,32.0,0,264,15,3/29,17.60,8.25,12.8,0,0,0,0,2021/2022,Peshawar Zalmi
93,PD Salt,9,-,-,-,-,-,-,-,-,-,-,-,3,3,2021/2022,Lahore Qalandars
94,Sameen Gul,1,1,4.0,0,41,2,2/41,20.50,10.25,12.0,0,0,1,0,2021/2022,Peshawar Zalmi
95,Sarfaraz Ahmed,10,-,-,-,-,-,-,-,-,-,-,-,4,0,2021/2022,Quetta Gladiators
96,Shadab Khan,9,8,32.0,0,207,19,5/28,10.89,6.46,10.1,2,1,5,0,2021/2022,Islamabad United
97,Shaheen Shah Afridi,13,13,52.0,0,394,20,3/30,19.70,7.57,15.6,0,0,7,0,2021/2022,Lahore Qalandars
98,Shahid Afridi,3,3,11.0,0,119,3,2/27,39.66,10.81,22.0,0,0,0,0,2021/2022,Quetta Gladiators
99,Shahnawaz Dahani,11,11,36.0,0,336,17,3/19,19.76,9.33,12.7,0,0,7,0,2021/2022,Multan Sultans
100,Shan Masood,12,-,-,-,-,-,-,-,-,-,-,-,7,0,2021/2022,Multan Sultans
101,Sharjeel Khan,10,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Karachi Kings
102,Shoaib Malik,11,7,11.0,0,72,3,1/2,24.00,6.54,22.0,0,0,5,0,2021/2022,Peshawar Zalmi
103,WCF Smeed,6,-,-,-,-,-,-,-,-,-,-,-,4,0,2021/2022,Quetta Gladiators
104,Sohaib Maqsood,7,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Multan Sultans
105,Sohail Akhtar,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Lahore Qalandars
106,Sohail Khan,2,2,7.0,0,96,0,-,-,13.71,-,0,0,0,0,2021/2022,Peshawar Zalmi
107,Sohail Tanvir,7,7,26.0,0,258,2,2/29,129.00,9.92,78.0,0,0,2,0,2021/2022,Quetta Gladiators
108,PR Stirling,6,-,-,-,-,-,-,-,-,-,-,-,1,0,2021/2022,Islamabad United
109,JA Thompson,2,1,2.0,0,22,1,1/22,22.00,11.00,12.0,0,0,0,0,2021/2022,Karachi Kings
110,Umaid Asif,8,8,29.3,0,254,8,3/36,31.75,8.61,22.1,0,0,1,0,2021/2022,Karachi Kings
111,Umar Akmal,5,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Quetta Gladiators
112,Usman Qadir,7,7,23.0,0,233,8,3/25,29.12,10.13,17.2,0,0,0,0,2021/2022,Peshawar Zalmi
113,Usman Shinwari,3,3,12.0,0,83,2,1/28,41.50,6.91,36.0,0,0,0,0,2021/2022,Karachi Kings
114,JM Vince,6,-,-,-,-,-,-,-,-,-,-,-,2,0,2021/2022,Quetta Gladiators
115,Wahab Riaz,10,10,39.0,0,349,9,2/19,38.77,8.94,26.0,0,0,4,0,2021/2022,Peshawar Zalmi
116,Waqas Maqsood,8,8,30.0,0,282,12,4/35,23.50,9.40,15.0,1,0,2,0,2021/2022,Islamabad United
117,D Wiese,13,13,29.1,0,244,9,2/11,27.11,8.36,19.4,0,0,4,0,2021/2022,Lahore Qalandars
118,DJ Willey,8,8,25.3,0,208,13,3/22,16.00,8.15,11.7,0,0,4,0,2021/2022,Multan Sultans
119,L Wood,1,1,4.0,0,45,1,1/45,45.00,11.25,24.0,0,0,0,0,2021/2022,Quetta Gladiators
120,Yasir Khan,4,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Peshawar Zalmi
121,Zafar Gohar,1,1,3.0,0,21,0,-,-,7.00,-,0,0,0,0,2021/2022,Islamabad United
122,Zahid Mahmood,2,2,7.0,0,49,1,1/20,49.00,7.00,42.0,0,0,0,0,2021/2022,Islamabad United
123,Zahir Khan,2,2,7.0,0,67,2,1/32,33.50,9.57,21.0,0,0,1,0,2021/2022,Islamabad United
124,Zaman Khan,13,13,46.5,2,387,18,4/16,21.50,8.26,15.6,1,0,3,0,2021/2022,Lahore Qalandars
125,Zeeshan Ashraf,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2021/2022,Lahore Qalandars
126,Zeeshan Zameer,2,2,2.3,0,17,1,1/10,17.00,6.80,15.0,0,0,0,0,2021/2022,Islamabad United
0,Aamer Yamin,4,3,5.0,0,79,2,1/23,39.50,15.80,15.0,0,0,1,0,2020/2021,Karachi Kings
1,Abbas Afridi,4,4,10.0,0,102,4,2/27,25.50,10.20,15.0,0,0,1,0,2020/2021,Karachi Kings
2,Abdul Nasir,1,1,4.0,0,15,1,1/15,15.00,3.75,24.0,0,0,0,0,2020/2021,Quetta Gladiators
3,Abrar Ahmed,2,2,7.0,0,62,3,3/14,20.66,8.85,14.0,0,0,0,0,2020/2021,Peshawar Zalmi
4,Agha Salman,4,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Lahore Qalandars
5,Ahmed Daniyal,10,10,35.0,0,330,6,2/29,55.00,9.42,35.0,0,0,1,0,2020/2021,Lahore Qalandars
6,Akif Javed,5,5,19.0,0,160,6,3/43,26.66,8.42,19.0,0,0,1,0,2020/2021,Islamabad United
7,Ali Khan,3,3,8.2,0,70,2,1/10,35.00,8.40,25.0,0,0,1,0,2020/2021,Islamabad United
8,FA Allen,3,3,8.0,0,83,3,2/36,27.66,10.37,16.0,0,0,1,0,2020/2021,Peshawar Zalmi
9,Amad Butt,4,4,14.3,0,166,2,1/26,83.00,11.44,43.5,0,0,0,0,2020/2021,Peshawar Zalmi
10,Anwar Ali,1,1,3.0,0,33,0,-,-,11.00,-,0,0,0,0,2020/2021,Quetta Gladiators
11,Arish Ali,1,1,4.0,0,28,4,4/28,7.00,7.00,6.0,1,0,0,0,2020/2021,Quetta Gladiators
12,Arshad Iqbal,9,9,29.0,1,260,8,3/16,32.50,8.96,21.7,0,0,1,0,2020/2021,Karachi Kings
13,Asif Ali,12,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Islamabad United
14,Azam Khan,10,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Quetta Gladiators
15,Babar Azam,11,-,-,-,-,-,-,-,-,-,-,-,5,0,2020/2021,Karachi Kings
16,T Banton,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Quetta Gladiators
17,RS Bopara,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Peshawar Zalmi
18,CR Brathwaite,5,5,20.0,1,159,4,2/20,39.75,7.95,30.0,0,0,2,0,2020/2021,Multan Sultans
19,J Charles,5,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Multan Sultans
20,DT Christian,5,5,12.2,0,134,4,1/12,33.50,10.86,18.5,0,0,2,0,2020/2021,Karachi Kings
21,JM Clarke,5,-,-,-,-,-,-,-,-,-,-,-,5,0,2020/2021,Karachi Kings
22,BCJ Cutting,5,3,5.5,0,74,1,1/23,74.00,12.68,35.0,0,0,3,0,2020/2021,Quetta Gladiators
23,Danish Aziz,3,1,2.0,0,15,0,-,-,7.50,-,0,0,2,0,2020/2021,Karachi Kings
24,TH David,6,-,-,-,-,-,-,-,-,-,-,-,4,0,2020/2021,Lahore Qalandars
25,CS Delport,5,1,1.0,0,25,0,-,-,25.00,-,0,0,1,0,2020/2021,Quetta Gladiators
26,JL Denly,2,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Lahore Qalandars
27,BR Dunk,10,-,-,-,-,-,-,-,-,-,-,-,10,0,2020/2021,Lahore Qalandars
28,F du Plessis,5,-,-,-,-,-,-,-,-,-,-,-,3,0,2020/2021,Quetta Gladiators
29,Faheem Ashraf,8,8,28.0,0,190,9,3/11,21.11,6.78,18.6,0,0,4,0,2020/2021,Islamabad United
30,Fakhar Zaman,10,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Lahore Qalandars
31,JP Faulkner,6,6,24.0,0,156,13,3/19,12.00,6.50,11.0,0,0,2,0,2020/2021,Lahore Qalandars
32,Fawad Ahmed,5,5,20.0,0,167,6,2/25,27.83,8.35,20.0,0,0,0,0,2020/2021,Islamabad United
33,CH Gayle,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Quetta Gladiators
34,L Gregory,2,2,5.0,0,42,2,2/31,21.00,8.40,15.0,0,0,0,0,2020/2021,Islamabad United
35,MJ Guptill,6,-,-,-,-,-,-,-,-,-,-,-,3,0,2020/2021,Karachi Kings
36,Haider Ali,9,-,-,-,-,-,-,-,-,-,-,-,4,0,2020/2021,Peshawar Zalmi
37,AD Hales,4,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Islamabad United
38,Hammad Azam,1,1,1.0,0,8,0,-,-,8.00,-,0,0,0,0,2020/2021,Multan Sultans
39,Haris Rauf,9,9,35.2,0,342,10,3/38,34.20,9.67,21.2,0,0,3,0,2020/2021,Lahore Qalandars
40,Hasan Ali,10,10,39.5,0,269,13,2/14,20.69,6.75,18.3,0,0,3,0,2020/2021,Islamabad United
41,Hassan Khan,3,3,7.0,0,70,1,1/16,70.00,10.00,42.0,0,0,3,0,2020/2021,Quetta Gladiators
42,Hazratullah Zazai,5,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Peshawar Zalmi
43,SO Hetmyer,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Multan Sultans
44,Hussain Talat,11,3,7.0,0,78,3,2/37,26.00,11.14,14.0,0,0,2,0,2020/2021,Islamabad United
45,Iftikhar Ahmed,12,6,8.1,0,79,1,1/11,79.00,9.67,49.0,0,0,9,0,2020/2021,Islamabad United
46,Imad Wasim,11,10,31.0,1,241,7,2/2,34.42,7.77,26.5,0,0,3,0,2020/2021,Karachi Kings
47,Imam-ul-Haq,6,-,-,-,-,-,-,-,-,-,-,-,3,0,2020/2021,Peshawar Zalmi
48,Imran Khan,7,7,25.0,1,179,12,3/24,14.91,7.16,12.5,0,0,0,0,2020/2021,Multan Sultans
49,Imran Tahir,7,7,25.0,1,170,13,3/7,13.07,6.80,11.5,0,0,5,0,2020/2021,Multan Sultans
50,CA Ingram,5,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Karachi Kings
51,Kamran Akmal,13,-,-,-,-,-,-,-,-,-,-,-,15,1,2020/2021,Peshawar Zalmi
52,Khalid Usman,1,1,4.0,0,45,0,-,-,11.25,-,0,0,0,0,2020/2021,Peshawar Zalmi
53,UT Khawaja,7,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Islamabad United
54,Khurram Shahzad,5,5,16.0,0,116,7,3/14,16.57,7.25,13.7,0,0,0,0,2020/2021,Quetta Gladiators
55,Khushdil Shah,11,3,4.0,0,37,1,1/4,37.00,9.25,24.0,0,0,3,0,2020/2021,Multan Sultans
56,BA King,3,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Islamabad United
57,T Kohler-Cadmore,4,-,-,-,-,-,-,-,-,-,-,-,5,0,2020/2021,Peshawar Zalmi
58,CA Lynn,4,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Multan Sultans
59,S Mahmood,5,5,18.1,0,145,12,3/12,12.08,7.98,9.0,0,0,0,0,2020/2021,Peshawar Zalmi
60,DA Miller,3,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Peshawar Zalmi
61,Mohammad Amir,11,11,41.4,2,349,5,1/14,69.80,8.37,50.0,0,0,2,0,2020/2021,Karachi Kings
62,Mohammad Hafeez,10,5,8.0,0,62,2,1/4,31.00,7.75,24.0,0,0,2,0,2020/2021,Lahore Qalandars
63,Mohammad Hasnain,9,9,32.5,0,292,9,2/18,32.44,8.89,21.8,0,0,2,0,2020/2021,Quetta Gladiators
64,Mohammad Ilyas,5,5,17.5,1,173,8,3/39,21.62,9.70,13.3,0,0,1,0,2020/2021,Karachi Kings
65,Mohammad Imran,11,11,41.3,0,340,9,2/47,37.77,8.19,27.6,0,0,0,0,2020/2021,Peshawar Zalmi
66,Mohammad Irfan,10,10,40.0,0,271,10,3/27,27.10,6.77,24.0,0,0,3,0,2020/2021,Peshawar Zalmi
67,Mohammad Nabi,5,4,11.0,0,84,1,1/26,84.00,7.63,66.0,0,0,2,0,2020/2021,Karachi Kings
68,Mohammad Nawaz,9,9,26.0,0,195,6,2/16,32.50,7.50,26.0,0,0,2,0,2020/2021,Quetta Gladiators
69,Mohammad Rizwan,12,-,-,-,-,-,-,-,-,-,-,-,18,2,2020/2021,Multan Sultans
70,Mohammad Umar,2,2,7.0,0,79,2,1/34,39.50,11.28,21.0,0,0,1,0,2020/2021,Multan Sultans
71,Mohammad Wasim,11,11,40.0,0,336,12,4/31,28.00,8.40,20.0,1,0,4,0,2020/2021,Islamabad United
72,Muhammad Akhlaq,5,-,-,-,-,-,-,-,-,-,-,-,5,0,2020/2021,Islamabad United
73,Muhammad Faizan,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Lahore Qalandars
74,Muhammad Musa,3,3,11.0,0,95,5,3/18,19.00,8.63,13.2,0,0,0,0,2020/2021,Islamabad United
75,Mujeeb Ur Rahman,4,4,16.0,0,137,2,1/25,68.50,8.56,48.0,0,0,1,0,2020/2021,Peshawar Zalmi
76,C Munro,7,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Islamabad United
77,B Muzarabani,6,6,18.4,0,144,10,3/31,14.40,7.71,11.2,0,0,1,0,2020/2021,Multan Sultans
78,Najibullah Zadran,5,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Karachi Kings
79,Naseem Shah,4,4,8.0,0,89,0,-,-,11.12,-,0,0,1,0,2020/2021,Quetta Gladiators
80,Noor Ahmad,4,4,15.0,0,113,4,2/19,28.25,7.53,22.5,0,0,0,0,2020/2021,Karachi Kings
81,SR Patel,4,2,5.0,0,53,2,1/26,26.50,10.60,15.0,0,0,1,0,2020/2021,Lahore Qalandars
82,NLTC Perera,3,3,7.0,0,56,4,2/10,14.00,8.00,10.5,0,0,0,0,2020/2021,Karachi Kings
83,R Powell,8,1,1.0,0,8,0,-,-,8.00,-,0,0,3,0,2020/2021,Peshawar Zalmi
84,Qais Ahmad,2,2,7.0,0,64,3,3/21,21.33,9.14,14.0,0,0,0,0,2020/2021,Quetta Gladiators
85,Qasim Akram,1,1,4.0,0,34,0,-,-,8.50,-,0,0,0,0,2020/2021,Karachi Kings
86,Rahmanullah Gurbaz,1,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Multan Sultans
87,Rashid Khan,8,8,32.0,1,175,11,5/20,15.90,5.46,17.4,0,1,2,0,2020/2021,Lahore Qalandars
88,Rohail Nazir,4,-,-,-,-,-,-,-,-,-,-,-,3,1,2020/2021,Islamabad United
89,RR Rossouw,12,-,-,-,-,-,-,-,-,-,-,-,4,0,2020/2021,Multan Sultans
90,AD Russell,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Quetta Gladiators
91,SE Rutherford,13,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Peshawar Zalmi
92,Saim Ayub,7,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Quetta Gladiators
93,Salman Mirza,2,2,6.0,0,62,2,2/35,31.00,10.33,18.0,0,0,0,0,2020/2021,Lahore Qalandars
94,PD Salt,3,-,-,-,-,-,-,-,-,-,-,-,3,0,2020/2021,Islamabad United
95,Sameen Gul,3,3,11.0,0,95,5,2/13,19.00,8.63,13.2,0,0,0,0,2020/2021,Peshawar Zalmi
96,Sarfaraz Ahmed,10,-,-,-,-,-,-,-,-,-,-,-,4,0,2020/2021,Quetta Gladiators
97,Shadab Khan,11,11,39.0,0,325,9,2/14,36.11,8.33,26.0,0,0,3,0,2020/2021,Islamabad United
98,Shaheen Shah Afridi,10,10,40.0,1,292,16,3/14,18.25,7.30,15.0,0,0,3,0,2020/2021,Lahore Qalandars
99,Shahid Afridi,4,4,15.0,0,135,2,2/24,67.50,9.00,45.0,0,0,2,0,2020/2021,Multan Sultans
100,Shahnawaz Dahani,11,11,40.2,1,340,20,4/5,17.00,8.42,12.1,2,0,2,0,2020/2021,Multan Sultans
101,Shan Masood,7,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Multan Sultans
102,Sharjeel Khan,11,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Karachi Kings
103,Shoaib Malik,13,5,9.0,0,71,1,1/14,71.00,7.88,54.0,0,0,6,0,2020/2021,Peshawar Zalmi
104,Sohaibullah,1,1,3.0,0,26,0,-,-,8.66,-,0,0,0,0,2020/2021,Multan Sultans
105,Sohaib Maqsood,12,-,-,-,-,-,-,-,-,-,-,-,3,0,2020/2021,Multan Sultans
106,Sohail Akhtar,10,-,-,-,-,-,-,-,-,-,-,-,5,0,2020/2021,Lahore Qalandars
107,Sohail Khan,5,5,19.5,0,174,2,1/33,87.00,8.77,59.5,0,0,0,0,2020/2021,Multan Sultans
